scientificName,latitude,longitude,eventDate,date_year,month,day,individualCount,basisOfRecord,datasetName,vernacularName,bathymetry,sst,species_common,species_scientific
Physeter macrocephalus,51.4924,-135.1567,2011-07-08,2011,7,8,,HumanObservation,EC-CWS Eastern Canada Seabirds at Sea,Sperm Whale,3457,9.74,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,56.8965,-136.092833,2007-07-17T14:50:39,2007,7,17,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,698,8.98,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,59.0,-145.0,2004-08-16T17:45:58,2004,8,16,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,4046,8.28,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,59.0,-145.0,2004-07-13T08:53:05,2004,7,13,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,4046,8.28,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,56.8965,-136.092833,2007-07-17T09:54:25,2007,7,17,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,698,8.98,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.002783,-136.123767,2003-06-03,2003,6,3,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,728,8.88,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,55.079833,-155.163167,2015-08-12T13:50:45,2015,8,12,1,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648",Sperm whale,2121,7.06,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,56.60688,-135.92489,2009-06-15T12:12:46,2009,6,15,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,809,9.02,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.787583,-136.037567,2013-05-30T10:16:27,2013,5,30,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,-121,,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,56.625717,-135.922,2009-06-13T13:51:54,2009,6,13,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,562,9.02,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.641667,-136.735,2009-07-15T16:03:25,2009,7,15,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,855,8.9,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,59.161667,-147.075,2006-08-06T14:34:29,2006,8,6,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,989,8.26,Sperm Whale,Physeter macrocephalus
